日付,始値,高値,安値,終値,出来高,
2014/09/25,16250 ,16290,16225,16280,327071,
2014/09/26,16115 ,16270,16110,16270,484774,
2014/09/29,16355 ,16360,16275,16310,392384,
2014/09/30,16240 ,16250,16070,16140,472883,
2014/10/01,16170 ,16245,16090,16110,440287,
2014/10/02,15915 ,15940,15650,15710,783397,
2014/10/03,15640 ,15775,15560,15760,632351,
2014/10/06,15900 ,15980,15810,15935,418438,
2014/10/07,15820 ,15925,15760,15830,522825,
2014/10/08,15570 ,15655,15525,15620,497997,
2014/10/09,15680 ,15745,15470,15500,492714,
2014/10/10,15300 ,15360,15225,15340,588182,
2014/10/14,14950 ,15115,14905,14905,686156,
2014/10/15,15015 ,15100,14910,15075,577306,
2014/10/16,14710 ,14820,14670,14720,650110,
2014/10/17,14805 ,14840,14525,14530,727898,
2014/10/20,14920 ,15120,14900,15120,553739,
2014/10/21,15110 ,15115,14760,14785,712951,
2014/10/22,15070 ,15200,14995,15160,458601,
2014/10/23,15115 ,15240,15060,15150,428822,
2014/10/24,15370 ,15385,15230,15330,551975,
2014/10/27,15400 ,15440,15330,15400,322985,
2014/10/28,15345 ,15380,15260,15330,297367,
2014/10/29,15425 ,15600,15390,15575,442540,
2014/10/30,15605 ,15710,15580,15670,373796,
2014/10/31,15830 ,16555,15830,16500,1418555,
2014/11/04,17175 ,17200,16705,16710,1175316,
2014/11/05,16790 ,17015,16780,16990,766956,
2014/11/06,17010 ,17100,16725,16820,1065847,
2014/11/07,16950 ,16960,16830,16935,498347,
2014/11/10,16750 ,16830,16715,16790,426533,
2014/11/11,16870 ,17180,16855,17090,740379,
2014/11/12,17265 ,17465,17165,17165,1020250,
2014/11/13,17195 ,17420,17110,17420,718415,
2014/11/14,17485 ,17520,17305,17445,755123,
2014/11/17,17400 ,17425,16890,17035,1016496,
2014/11/18,17195 ,17370,17185,17355,544126,
2014/11/19,17375 ,17485,17285,17375,553439,
2014/11/20,17410 ,17425,17275,17320,425605,
2014/11/21,17280 ,17400,17100,17385,640418,
2014/11/25,17500 ,17510,17370,17430,377371,
2014/11/26,17350 ,17445,17335,17375,326888,
2014/11/27,17330 ,17360,17210,17250,307587,
2014/11/28,17335 ,17480,17330,17450,415895,
2014/12/01,17460 ,17660,17460,17575,455681,
2014/12/02,17460 ,17695,17460,17685,408290,
2014/12/03,17780 ,17890,17695,17750,566817,
2014/12/04,17895 ,17920,17815,17875,423614,
2014/12/05,17815 ,17940,17760,17935,385904,
2014/12/08,18000 ,18035,17860,17970,526724,
2014/12/09,17795 ,17900,17775,17795,557766,
2014/12/10,17590 ,17635,17300,17470,812913,
2014/12/11,17150 ,17290,17035,17220,285771,
2014/12/12,17290 ,17530,17270,17385,553327,
2014/12/15,17050 ,17260,17025,17030,643032,
2014/12/16,16830 ,16890,16705,16740,603134,
2014/12/17,16660 ,16890,16645,16820,583023,
2014/12/18,17195 ,17275,17165,17250,518491,
2014/12/19,17550 ,17665,17465,17665,436451,
2014/12/22,17680 ,17690,17560,17600,287702,
2014/12/24,17840 ,17875,17780,17795,230605,
2014/12/25,17790 ,17835,17740,17750,117626,
2014/12/26,17780 ,17860,17775,17860,163778,
2014/12/29,17930 ,17935,17520,17710,467689,
2014/12/30,17725 ,17730,17355,17370,418620,
2015/01/05,17350 ,17555,17215,17385,614942,
2015/01/06,17045 ,17095,16850,16900,663502,
2015/01/07,16765 ,16970,16760,16960,517305,
2015/01/08,17055 ,17255,17000,17255,557216,
2015/01/09,17350 ,17360,17120,17205,509551,
2015/01/13,16955 ,17100,16820,17090,532333,
2015/01/14,16940 ,17035,16760,16770,597865,
2015/01/15,16835 ,17165,16830,17165,532331,
2015/01/16,16730 ,16890,16540,16790,854003,
2015/01/19,17020 ,17040,16905,17035,544564,
2015/01/20,17075 ,17385,17060,17380,475037,
2015/01/21,17310 ,17325,17175,17215,601185,
2015/01/22,17305 ,17360,17225,17360,368736,
2015/01/23,17540 ,17545,17455,17520,367519,
2015/01/26,17280 ,17470,17275,17435,307908,
2015/01/27,17640 ,17765,17625,17705,396081,
2015/01/28,17590 ,17850,17590,17830,457462,
2015/01/29,17630 ,17785,17570,17615,439471,
2015/01/30,17775 ,17810,17660,17670,434618,
2015/02/02,17515 ,17630,17460,17530,358847,
2015/02/03,17650 ,17655,17265,17330,549902,
2015/02/04,17565 ,17745,17530,17665,480416,
2015/02/05,17605 ,17630,17475,17485,400103,
2015/02/06,17690 ,17700,17600,17660,269703,
2015/02/09,17795 ,17805,17650,17690,317880,
2015/02/10,17630 ,17665,17540,17645,308811,
2015/02/12,17940 ,18000,17865,17865,549590,
2015/02/13,17895 ,17965,17855,17960,431468,
2015/02/16,18010 ,18065,17970,17990,302622,
2015/02/17,17930 ,18000,17890,17995,335850,
2015/02/18,18095 ,18205,18080,18180,360322,
2015/02/19,18230 ,18320,18225,18260,314504,
2015/02/20,18335 ,18375,18290,18360,300614,
2015/02/23,18500 ,18515,18400,18460,340350,
2015/02/24,18470 ,18630,18430,18620,417712,
2015/02/25,18630 ,18655,18555,18630,404388,
2015/02/26,18590 ,18805,18585,18805,442612,
2015/02/27,18850 ,18875,18715,18820,474773,
2015/03/02,18870 ,18990,18770,18855,413890,
2015/03/03,18910 ,18915,18730,18820,472163,
2015/03/04,18720 ,18735,18590,18650,413431,
2015/03/05,18670 ,18780,18650,18765,340605,
2015/03/06,18820 ,18995,18815,18995,504638,
2015/03/09,18870 ,18885,18735,18795,504933,
2015/03/10,18885 ,18920,18570,18665,658680,
2015/03/11,18575 ,18840,18570,18650,572410,
2015/03/12,18780 ,19015,18765,19015,242005,
2015/03/13,19070 ,19250,19040,19195,626389,
2015/03/16,19150 ,19270,19140,19245,415601,
2015/03/17,19330 ,19400,19290,19395,389958,
2015/03/18,19325 ,19485,19305,19485,437738,
2015/03/19,19400 ,19470,19220,19430,693326,
2015/03/20,19410 ,19515,19325,19495,418212,
2015/03/23,19570 ,19700,19545,19690,384381,
2015/03/24,19625 ,19690,19555,19640,453004,
2015/03/25,19645 ,19690,19445,19650,537725,
2015/03/26,19520 ,19535,19280,19280,705995,
2015/03/27,19390 ,19615,19095,19310,974087,
2015/03/30,19310 ,19490,19235,19425,535694,
2015/03/31,19615 ,19630,19220,19245,729225,
2015/04/01,19205 ,19225,18935,19115,949585,
2015/04/02,19140 ,19450,19120,19350,665167,
2015/04/03,19330 ,19480,19310,19480,352569,
2015/04/06,19295 ,19445,19250,19390,392643,
2015/04/07,19555 ,19685,19505,19675,610427,
2015/04/08,19755 ,19875,19710,19820,589598,
2015/04/09,19870 ,19980,19840,19920,476828,
2015/04/10,20025 ,20025,19855,19965,582126,
2015/04/13,19985 ,20000,19835,19935,397877,
2015/04/14,19840 ,19940,19835,19915,254546,
2015/04/15,19850 ,19935,19835,19875,362235,
2015/04/16,19870 ,19910,19760,19885,435610,
2015/04/17,19815 ,19835,19650,19695,492153,
2015/04/20,19540 ,19740,19495,19610,476242,
2015/04/21,19740 ,19965,19690,19965,453837,
2015/04/22,20020 ,20165,20000,20160,557066,
2015/04/23,20240 ,20275,20140,20185,446157,
2015/04/24,20150 ,20155,20025,20050,415944,
2015/04/27,20080 ,20085,19915,20005,427089,
2015/04/28,20095 ,20150,20035,20035,410945,
2015/04/30,19805 ,19820,19490,19510,893284,
2015/05/01,19520 ,19600,19410,19540,395522,
2015/05/07,19365 ,19465,19250,19250,622609,
2015/05/08,19375 ,19470,19300,19385,431940,
2015/05/11,19650 ,19690,19590,19640,351082,
2015/05/12,19590 ,19670,19470,19670,387446,
2015/05/13,19565 ,19810,19500,19780,534621,
2015/05/14,19670 ,19730,19550,19550,444756,
2015/05/15,19710 ,19760,19605,19755,386896,
2015/05/18,19750 ,19910,19745,19890,328620,
2015/05/19,19985 ,20095,19945,20030,384038,
2015/05/20,20170 ,20295,20160,20230,466613,
2015/05/21,20220 ,20330,20175,20180,474743,
2015/05/22,20220 ,20290,20130,20280,449534,
2015/05/25,20345 ,20430,20320,20430,264150,
2015/05/26,20435 ,20480,20380,20475,363635,
2015/05/27,20375 ,20530,20370,20480,471125,
2015/05/28,20615 ,20665,20475,20570,633448,
2015/05/29,20510 ,20645,20505,20560,497501,
2015/06/01,20455 ,20605,20415,20570,484959,
2015/06/02,20615 ,20625,20470,20540,403645,
2015/06/03,20440 ,20515,20395,20490,463293,
2015/06/04,20560 ,20565,20435,20500,365071,
2015/06/05,20415 ,20485,20360,20460,438200,
2015/06/08,20550 ,20560,20360,20450,519181,
2015/06/09,20295 ,20340,20050,20050,610880,
2015/06/10,20115 ,20270,20010,20105,752865,
2015/06/11,20180 ,20450,20180,20450,213358,
2015/06/12,20430 ,20440,20325,20390,368944,
2015/06/15,20210 ,20395,20205,20340,335580,
2015/06/16,20310 ,20360,20225,20230,338299,
2015/06/17,20290 ,20310,20115,20235,435602,
2015/06/18,20190 ,20195,19960,19960,572109,
2015/06/19,20140 ,20180,20055,20170,446068,
2015/06/22,20150 ,20440,20145,20440,388412,
2015/06/23,20540 ,20825,20520,20825,635025,
2015/06/24,20870 ,20955,20810,20820,510373,
2015/06/25,20765 ,20860,20740,20760,384877,
2015/06/26,20780 ,20795,20655,20760,443295,
2015/06/29,20200 ,20365,20085,20110,895897,
2015/06/30,20160 ,20290,20110,20275,608326,
2015/07/01,20290 ,20400,20230,20400,336878,
2015/07/02,20550 ,20600,20475,20540,390621,
2015/07/03,20470 ,20565,20430,20535,389324,
2015/07/06,20160 ,20310,20000,20195,798451,
2015/07/07,20365 ,20440,20325,20420,430929,
2015/07/08,20280 ,20320,19650,19660,1131884,
2015/07/09,19350 ,19903,19105,19860,1368384,
2015/07/10,19820 ,19980,19715,19860,780335,
2015/07/13,19950 ,20130,19910,20090,500304,
2015/07/14,20350 ,20435,20320,20420,474568,
2015/07/15,20470 ,20490,20390,20450,360620,
2015/07/16,20595 ,20605,20515,20560,352628,
2015/07/17,20640 ,20655,20600,20640,227395,
2015/07/21,20760 ,20850,20710,20840,283019,
2015/07/22,20640 ,20675,20540,20555,378019,
2015/07/23,20680 ,20700,20645,20670,223444,
2015/07/24,20605 ,20630,20520,20520,292457,
2015/07/27,20380 ,20490,20270,20355,507886,
2015/07/28,20145 ,20425,20065,20305,783465,
2015/07/29,20320 ,20330,20195,20300,442510,
2015/07/30,20450 ,20585,20445,20560,494876,
2015/07/31,20510 ,20590,20460,20560,403971,
2015/08/03,20520 ,20555,20380,20505,489506,
2015/08/04,20440 ,20545,20425,20460,378899,
2015/08/05,20480 ,20715,20465,20600,574367,
2015/08/06,20780 ,20805,20650,20655,462305,
2015/08/07,20620 ,20745,20560,20710,462254,
2015/08/10,20610 ,20805,20605,20790,373041,
2015/08/11,20915 ,20940,20560,20670,845787,
2015/08/12,20630 ,20695,20285,20345,979117,
2015/08/13,20395 ,20656,20280,20630,894799,
2015/08/14,20500 ,20600,20465,20510,391168,
2015/08/17,20590 ,20675,20530,20630,335072,
2015/08/18,20635 ,20655,20530,20565,322394,
2015/08/19,20465 ,20520,20165,20220,682845,
2015/08/20,20185 ,20245,20015,20040,733079,
2015/08/21,19640 ,19705,19425,19425,976634,
2015/08/24,18960 ,19100,18430,18430,1777698,
2015/08/25,17950 ,18850,17670,17670,2100672,
2015/08/26,17790 ,18505,17660,18440,1533720,
2015/08/27,18700 ,18810,18475,18565,800947,
2015/08/28,19050 ,19200,18940,19180,657612,
2015/08/31,19010 ,19025,18740,18835,695811,
2015/09/01,18750 ,18770,18070,18105,854284,
2015/09/02,17850 ,18480,17830,18250,1170415,
2015/09/03,18375 ,18490,18170,18230,623852,
2015/09/04,18300 ,18310,17590,17760,999988,
2015/09/07,17680 ,18015,17470,17870,914747,
2015/09/08,17925 ,17985,17380,17460,750325,
2015/09/09,18020 ,18755,17990,18565,933809,
2015/09/10,18135 ,18345,17945,18250,426232,
2015/09/11,17990 ,18235,17980,18165,460181,
2015/09/14,18230 ,18230,17790,17830,524260,
2015/09/15,17960 ,18215,17870,17880,598263,
2015/09/16,18140 ,18190,17980,18135,451466,
2015/09/17,18280 ,18360,18180,18350,379028,
2015/09/18,18185 ,18190,17920,17995,514258,
2015/09/24,17615 ,17710,17460,17460,429572,
2015/09/25,17500 ,17770,17360,17770,625586,
2015/09/28,17810 ,17855,17550,17690,466771,
2015/09/29,17350 ,17350,16895,16940,615638,
2015/09/30,17230 ,17470,17170,17330,534963,
2015/10/01,17490 ,17855,17390,17690,570383,
2015/10/02,17565 ,17775,17530,17670,373559,
2015/10/05,17935 ,18080,17865,18060,420191,
2015/10/06,18350 ,18370,18090,18170,436225,
2015/10/07,18170 ,18385,17985,18385,598607,
2015/10/08,18310 ,18410,18096,18100,512000,
2015/10/09,18200 ,18450,18185,18420,427603,
2015/10/13,18330 ,18370,18220,18220,322239,
2015/10/14,18110 ,18135,17835,17940,464336,
2015/10/15,17800 ,18185,17750,18100,515125,
2015/10/16,18280 ,18405,18235,18285,395595,
2015/10/19,18310 ,18320,18080,18130,353411,
2015/10/20,18265 ,18270,18150,18210,224693,
2015/10/21,18180 ,18620,18165,18540,467184,
2015/10/22,18435 ,18585,18375,18450,351774,
2015/10/23,18900 ,18930,18800,18800,444125,
2015/10/26,19075 ,19100,18915,18940,341151,
2015/10/27,18970 ,18970,18760,18835,375167,
2015/10/28,18850 ,18940,18820,18925,330426,
2015/10/29,19080 ,19095,18815,18900,457791,
2015/10/30,18920 ,19220,18720,19090,760143,
2015/11/02,18830 ,18865,18640,18740,439186,
2015/11/04,19020 ,19185,18880,18895,495491,
2015/11/05,19040 ,19190,19000,19140,405359,
2015/11/06,19200 ,19300,19170,19260,340264,
2015/11/09,19420 ,19700,19420,19620,536500,
2015/11/10,19450 ,19700,19445,19700,478995,
2015/11/11,19605 ,19740,19605,19740,432163,
2015/11/12,19630 ,19735,19600,19680,395358,
2015/11/13,19505 ,19635,19385,19625,553847,
2015/11/16,19250 ,19460,19235,19410,421714,
2015/11/17,19665 ,19740,19630,19680,369537,
2015/11/18,19790 ,19850,19650,19690,391067,
2015/11/19,19880 ,19970,19760,19880,597240,
2015/11/20,19815 ,19900,19720,19890,362161,
2015/11/24,19900 ,19970,19835,19965,289482,
2015/11/25,19865 ,19885,19790,19850,304623,
2015/11/26,19935 ,20005,19930,19945,289627,
2015/11/27,20000 ,20010,19835,19860,328605,
2015/11/30,19870 ,19890,19710,19750,375379,
2015/12/01,19830 ,20035,19810,20020,420749,
2015/12/02,19960 ,19995,19925,19950,275636,
2015/12/03,19900 ,19975,19865,19940,352413,
2015/12/04,19595 ,19660,19435,19460,552310,
2015/12/07,19730 ,19815,19675,19750,323109,
2015/12/08,19720 ,19775,19440,19490,481105,
2015/12/09,19395 ,19475,19255,19295,476781,
2015/12/10,19065 ,19130,19020,19030,179396,
2015/12/11,18985 ,19260,18970,19215,425627,
2015/12/14,18750 ,18885,18560,18840,659111,
2015/12/15,18840 ,18875,18525,18550,522658,
2015/12/16,18855 ,19085,18840,19085,444914,
2015/12/17,19405 ,19485,19290,19340,554207,
2015/12/18,19300 ,19880,18940,18950,1138988,
2015/12/21,18825 ,18960,18610,18840,527144,
2015/12/22,18890 ,18920,18790,18870,295798,
2015/12/24,19060 ,19060,18750,18810,326938,
2015/12/25,18800 ,18850,18710,18720,164514,
2015/12/28,18830 ,18920,18755,18900,274096,
2015/12/29,18850 ,18990,18770,18980,265560,
2015/12/30,19070 ,19105,18980,18990,233708,
2016/01/04,18820 ,18950,18370,18390,796420,
2016/01/05,18390 ,18550,18310,18365,614311,
2016/01/06,18370 ,18460,17980,18180,815160,
2016/01/07,18120 ,18165,17660,17660,937659,
2016/01/08,17575 ,17980,17515,17690,926026,
2016/01/12,17415 ,17545,17095,17095,742147,
2016/01/13,17470 ,17740,17450,17700,573990,
2016/01/14,17195 ,17315,16915,17305,869238,
2016/01/15,17520 ,17605,17045,17155,710226,
2016/01/18,16750 ,17030,16640,16860,791672,
2016/01/19,16890 ,17090,16750,17060,736935,
2016/01/20,17010 ,17020,16300,16325,901622,
2016/01/21,16470 ,16785,15995,16000,1034884,
2016/01/22,16580 ,16990,16445,16860,914616,
2016/01/25,17160 ,17210,16905,17180,627663,
2016/01/26,16800 ,16840,16635,16660,485883,
2016/01/27,17040 ,17240,16950,17170,604788,
2016/01/28,17035 ,17240,16925,17065,526031,
2016/01/29,17095 ,17830,16725,17645,1177691,
2016/02/01,17820 ,17900,17690,17865,628777,
2016/02/02,17670 ,17870,17665,17780,490415,
2016/02/03,17410 ,17450,17065,17160,760776,
2016/02/04,17030 ,17205,16925,17070,653650,
2016/02/05,16780 ,16885,16605,16720,566649,
2016/02/08,16580 ,17090,16540,17000,482065,
2016/02/09,16360 ,16390,16015,16125,721975,
2016/02/10,16140 ,16165,15415,15670,881445,
2016/02/12,15180 ,15290,14805,14805,1143319,
2016/02/15,15585 ,16155,15485,15935,820596,
2016/02/16,15855 ,16335,15815,16040,739451,
2016/02/17,15980 ,16205,15610,15740,760149,
2016/02/18,16300 ,16330,16090,16240,558946,
2016/02/19,16000 ,16020,15770,15980,569505,
2016/02/22,15825 ,16175,15795,16075,552133,
2016/02/23,16200 ,16340,15990,16090,582187,
2016/02/24,15840 ,16000,15720,15860,569125,
2016/02/25,15970 ,16220,15940,16130,581634,
2016/02/26,16320 ,16470,16185,16260,515537,
2016/02/29,16350 ,16465,15925,15925,541642,
2016/03/01,16015 ,16100,15845,16095,467126,
2016/03/02,16530 ,16815,16470,16745,592567,
2016/03/03,16695 ,16990,16690,16990,556865,
2016/03/04,16920 ,17050,16855,17000,444966,
2016/03/07,17030 ,17050,16875,16950,353314,
2016/03/08,16890 ,16915,16565,16800,623688,
2016/03/09,16640 ,16715,16490,16630,471315,
2016/03/10,16800 ,16890,16705,16850,218647,
2016/03/11,16455 ,16885,16420,16850,571278,
2016/03/14,17040 ,17165,17010,17120,388359,
2016/03/15,17095 ,17170,16905,16960,429033,
2016/03/16,16850 ,16975,16805,16805,348220,
2016/03/17,16960 ,17120,16670,16820,609791,
2016/03/18,16750 ,16790,16475,16510,580610,
2016/03/22,16830 ,16980,16715,16910,454194,
2016/03/23,16930 ,17005,16810,16810,322734,
2016/03/24,16820 ,16915,16705,16720,379712,
2016/03/25,16815 ,16900,16755,16865,249424,
2016/03/28,17000 ,17045,16820,16970,359231,
2016/03/29,16965 ,17135,16930,17100,461937,
2016/03/30,17060 ,17065,16850,16940,385171,
2016/03/31,17010 ,17040,16720,16760,521584,
2016/04/01,16730 ,16730,16090,16175,751549,
2016/04/04,16090 ,16235,16015,16055,455345,
2016/04/05,16040 ,16070,15685,15720,585005,
2016/04/06,15715 ,15820,15590,15735,511018,
2016/04/07,15720 ,15865,15610,15725,564760,
2016/04/08,15480 ,16035,15460,15830,733399,
2016/04/11,15750 ,15775,15510,15740,504126,
2016/04/12,15720 ,15975,15685,15930,446987,
2016/04/13,16150 ,16420,16135,16420,457234,
2016/04/14,16660 ,16920,16610,16900,602859,
2016/04/15,16720 ,16935,16710,16760,466325,
2016/04/18,16250 ,16435,16235,16320,527335,
2016/04/19,16735 ,16900,16720,16865,438481,
2016/04/20,17045 ,17105,16850,16875,471001,
2016/04/21,17280 ,17400,17175,17400,491546,
2016/04/22,17200 ,17575,17190,17570,693478,
2016/04/25,17630 ,17635,17400,17450,471007,
2016/04/26,17370 ,17430,17200,17300,452080,
2016/04/27,17390 ,17430,17230,17265,372038,
2016/04/28,17465 ,17580,16510,16510,887826,
2016/05/02,15970 ,16185,15945,16140,472427,
2016/05/06,16210 ,16270,15980,16080,358314,
2016/05/09,16230 ,16290,16140,16220,344503,
2016/05/10,16280 ,16585,16220,16570,479159,
2016/05/11,16730 ,16815,16525,16580,546296,
2016/05/12,16440 ,16720,16360,16710,438818,
2016/05/13,16770 ,16790,16350,16350,443376,
2016/05/16,16425 ,16680,16405,16525,466771,
2016/05/17,16620 ,16700,16505,16700,324346,
2016/05/18,16615 ,16800,16505,16600,564526,
2016/05/19,16800 ,16840,16585,16630,385646,
2016/05/20,16600 ,16780,16540,16740,372858,
2016/05/23,16680 ,16705,16410,16650,468962,
2016/05/24,16600 ,16605,16465,16485,317705,
2016/05/25,16800 ,16820,16725,16770,343584,
2016/05/26,16950 ,16970,16730,16795,348795,
2016/05/27,16850 ,16905,16795,16820,259348,
2016/05/30,16975 ,17075,16905,17070,289863,
2016/05/31,17020 ,17260,16985,17225,373210,
2016/06/01,17095 ,17155,16900,16965,453675,
2016/06/02,16830 ,16830,16520,16595,559180,
2016/06/03,16605 ,16710,16545,16665,393553,
2016/06/06,16345 ,16590,16300,16560,371531,
2016/06/07,16625 ,16710,16525,16710,308852,
2016/06/08,16700 ,16845,16575,16845,369431,
2016/06/09,16730 ,16785,16580,16630,151514,
2016/06/10,16600 ,16610,16450,16530,302239,
2016/06/13,16255 ,16270,15950,15970,429623,
2016/06/14,15950 ,16040,15715,15785,495304,
2016/06/15,15755 ,15970,15695,15900,463961,
2016/06/16,15825 ,15870,15340,15370,646825,
2016/06/17,15620 ,15735,15535,15540,469827,
2016/06/20,15815 ,16000,15810,15925,415592,
2016/06/21,15810 ,16170,15715,16150,434224,
2016/06/22,16055 ,16115,15930,15990,360346,
2016/06/23,16060 ,16220,16000,16165,283211,
2016/06/24,16295 ,16360,14785,14960,1533221,
2016/06/27,15125 ,15355,14995,15355,502768,
2016/06/28,15070 ,15425,14960,15300,561089,
2016/06/29,15525 ,15600,15360,15575,426179,
2016/06/30,15745 ,15760,15465,15505,357073,
2016/07/01,15690 ,15740,15595,15670,320472,
2016/07/04,15545 ,15780,15535,15755,296337,
2016/07/05,15655 ,15685,15565,15595,320259,
2016/07/06,15370 ,15405,15140,15285,551300,
2016/07/07,15340 ,15400,15215,15265,394422,
2016/07/08,15295 ,15375,15070,15130,432025,
2016/07/11,15450 ,15800,15445,15710,475908,
2016/07/12,16005 ,16225,16000,16150,525196,
2016/07/13,16445 ,16455,16180,16235,558686,
2016/07/14,16235 ,16400,16205,16400,391639,
2016/07/15,16450 ,16590,16385,16560,532406,
2016/07/19,16635,16720,16490,16710,367551,
2016/07/20,16600 ,16680,16530,16680,318078,
2016/07/21,16820 ,16925,16720,16810,456325,
2016/07/22,16600 ,16675,16540,16625,393372,
2016/07/25,16640 ,16760,16595,16615,313408,
2016/07/26,16550 ,16555,16295,16340,542632,
2016/07/27,16575 ,16830,16430,16710,710349,
2016/07/28,16565 ,16605,16410,16410,420185,
2016/07/29,16525 ,16700,15930,16610,1032556,
2016/08/01,16315 ,16660,16300,16585,476713,
2016/08/02,16410 ,16525,16315,16345,346595,
2016/08/03,16130 ,16260,16010,16030,529786,
2016/08/04,16115 ,16255,15885,16190,577042,
2016/08/05,16220 ,16335,16185,16215,338601,
2016/08/08,16520 ,16630,16470,16605,333968,
2016/08/09,16625 ,16760,16605,16730,320674,
2016/08/10,16660 ,16805,16630,16770,437011,
2016/08/12,16795 ,16930,16785,16915,359725,
2016/08/15,16820 ,16930,16815,16870,274377,
2016/08/16,16850 ,16885,16560,16600,472069,
2016/08/17,16600 ,16750,16580,16745,344298,
2016/08/18,16550 ,16730,16460,16500,527704,
2016/08/19,16570 ,16600,16430,16520,355708,
2016/08/22,16545 ,16615,16520,16570,281025,
2016/08/23,16535 ,16645,16430,16505,413687,
2016/08/24,16570 ,16630,16525,16540,273727,
2016/08/25,16580 ,16650,16510,16515,341271,
2016/08/26,16475 ,16500,16320,16405,482883,
2016/08/29,16665 ,16780,16660,16725,376415,
2016/08/30,16700 ,16755,16680,16740,221225,
2016/08/31,16865 ,16920,16835,16890,332529,
2016/09/01,16875 ,16945,16860,16940,313190,
2016/09/02,16900 ,16950,16850,16940,332408,
2016/09/05,17140 ,17155,17005,17035,396436,
2016/09/06,17050 ,17105,17030,17080,246537,
2016/09/07,16900 ,17020,16885,16990,323006,
2016/09/08,16995 ,17005,16830,16940,162360,
2016/09/09,16860 ,16890,16760,16860,334119,
2016/09/12,16645 ,16675,16465,16545,490617,
2016/09/13,16700 ,16700,16525,16595,402612,
2016/09/14,16480 ,16595,16455,16480,383773,
2016/09/15,16375 ,16395,16220,16260,403453,
2016/09/16,16360 ,16400,16280,16345,294287,
2016/09/20,16265 ,16455,16260,16320,408833,
2016/09/21,16340 ,16730,16215,16730,685182,
2016/09/23,16695 ,16700,16570,16570,365086,
2016/09/26,16580 ,16580,16370,16400,318395,
2016/09/27,16280 ,16555,16150,16545,701508,
2016/09/28,16375 ,16495,16360,16460,385796,
2016/09/29,16600 ,16745,16580,16710,399504,
2016/09/30,16450 ,16495,16365,16390,520449,
2016/10/03,16595 ,16640,16545,16590,250311,
2016/10/04,16625 ,16735,16620,16720,377846,
2016/10/05,16790 ,16845,16710,16820,380454,
2016/10/06,16920 ,16965,16870,16895,339947,
2016/10/07,16890 ,16915,16810,16885,298532,
2016/10/11,16940 ,17075,16915,17010,459956,
2016/10/12,16855 ,16945,16825,16890,353438,
2016/10/13,16920 ,16975,16680,16790,592551,
2016/10/14,16760 ,16855,16720,16840,418168,
2016/10/17,16850 ,16945,16810,16885,388587,
2016/10/18,16870 ,16960,16835,16940,312122,
2016/10/19,16930 ,17015,16925,16990,250441,
2016/10/20,16975 ,17225,16975,17180,531821,
2016/10/21,17280 ,17300,17155,17210,398561,
2016/10/24,17240 ,17260,17160,17250,322607,
2016/10/25,17335 ,17385,17300,17380,282917,
2016/10/26,17350 ,17390,17295,17360,301810,
2016/10/27,17345 ,17415,17275,17350,383732,
2016/10/28,17445 ,17470,17410,17460,285475,
2016/10/31,17360 ,17450,17325,17450,356658,
2016/11/01,17395 ,17485,17340,17440,402558,
2016/11/02,17240 ,17285,17075,17105,560716,
2016/11/04,16960 ,17000,16800,16890,498614,
2016/11/07,17170 ,17225,17060,17225,432400,
2016/11/08,17265 ,17275,17105,17200,389184,
2016/11/09,17355 ,17445,16095,16250,2474428,
2016/11/10,17250 ,17400,17110,17300,951607,
2016/11/11,17520 ,17620,17330,17400,767140,
2016/11/14,17475 ,17705,17460,17660,549472,
2016/11/15,17710 ,17725,17610,17650,465976,
2016/11/16,17840 ,17905,17810,17875,420363,
2016/11/17,17790 ,17890,17770,17880,400565,
2016/11/18,18100 ,18110,17950,17980,449593,
2016/11/21,18070 ,18135,18005,18095,384981,
2016/11/22,18085 ,18180,18050,18180,388493,
2016/11/24,18400 ,18400,18315,18370,315745,
2016/11/25,18415 ,18490,18290,18375,478524,
2016/11/28,18320 ,18380,18210,18330,540655,
2016/11/29,18265 ,18330,18230,18290,323180,
2016/11/30,18370 ,18380,18280,18380,396861,
2016/12/01,18590 ,18755,18465,18470,709977,
2016/12/02,18435 ,18475,18315,18335,564541,
2016/12/05,18300 ,18375,18225,18260,448561,
2016/12/06,18470 ,18495,18315,18400,460136,
2016/12/07,18435 ,18505,18410,18495,284360,
2016/12/08,18665 ,18790,18610,18790,208502,
2016/12/09,18800 ,19000,18755,18990,575082,
2016/12/12,19190 ,19240,19010,19190,636796,
2016/12/13,19040 ,19225,19015,19195,528180,
2016/12/14,19250 ,19260,19140,19180,366189,
2016/12/15,19310 ,19405,19120,19295,710999,
2016/12/16,19420 ,19420,19315,19380,400777,
2016/12/19,19290 ,19370,19265,19370,352279,
2016/12/20,19350 ,19495,19320,19495,426068,
2016/12/21,19520 ,19560,19330,19430,518673,
2016/12/22,19390 ,19400,19285,19360,398665,
2016/12/26,19365 ,19400,19320,19320,152530,
2016/12/27,19345 ,19445,19320,19345,293892,
2016/12/28,19410 ,19440,19355,19440,304902,
2016/12/29,19305 ,19315,19070,19075,527936,
2016/12/30,19000 ,19175,18965,19085,400697,
2017/01/04,19275 ,19635,19260,19630,648434,
2017/01/05,19630 ,19640,19455,19500,582248,
2017/01/06,19370 ,19460,19305,19400,467646,
2017/01/10,19400 ,19475,19235,19310,637473,
