日付,始値,高値,安値,終値,出来高,
2021/08/06,27790 ,27905,27690,27840,312215,
2021/08/10,27900 ,28120,27785,27850,460939,
2021/08/11,27990 ,28130,27950,28070,286839,
2021/08/12,28185 ,28265,27985,28015,347615,
2021/08/13,28100 ,28105,27925,27985,310549,
2021/08/16,27800 ,27815,27380,27480,495589,
2021/08/17,27690 ,27740,27340,27360,354217,
2021/08/18,27395 ,27665,27330,27600,384585,
2021/08/19,27365 ,27495,27205,27210,406916,
2021/08/20,27230 ,27300,26915,27010,586394,
2021/08/23,27230 ,27535,27185,27520,432199,
2021/08/24,27650 ,27800,27615,27740,294436,
2021/08/25,27790 ,27880,27640,27740,310940,
2021/08/26,27790 ,27815,27650,27690,220083,
2021/08/27,27605 ,27665,27460,27640,318399,
2021/08/30,27900 ,27925,27645,27740,333141,
2021/08/31,27670 ,28175,27595,28175,523330,
2021/09/01,28100 ,28490,28095,28490,503176,
2021/09/02,28510 ,28630,28415,28475,391766,
2021/09/03,28610 ,29190,28590,29150,664047,
2021/09/06,29610 ,29765,29470,29755,510671,
2021/09/07,29995 ,30055,29835,29900,457043,
2021/09/08,29915 ,30250,29810,30135,412739,
2021/09/09,29920 ,30100,29910,29995,149912,
2021/09/10,29930 ,30225,29845,30160,502007,
2021/09/13,30100 ,30330,30030,30330,446429,
2021/09/14,30400 ,30620,30315,30400,483463,
2021/09/15,30245 ,30395,30165,30350,406302,
2021/09/16,30420 ,30465,30015,30205,496857,
2021/09/17,30265 ,30360,30175,30360,347996,
2021/09/21,29620 ,29875,29600,29760,431614,
2021/09/22,29700 ,29705,29390,29520,505976,
2021/09/24,30120 ,30150,29935,30150,409384,
2021/09/27,30070 ,30235,30025,30080,340730,
2021/09/28,30060 ,30065,29830,29920,372296,
2021/09/29,29500 ,29680,29325,29620,700854,
2021/09/30,29680 ,29695,29300,29680,595792,
2021/10/01,29310 ,29405,28675,28815,820394,
2021/10/04,29140 ,29140,28240,28240,745516,
2021/10/05,27940 ,27990,27450,27740,819690,
2021/10/06,28085 ,28205,27170,27410,907352,
2021/10/07,27650 ,28045,27610,27820,627502,
2021/10/08,28025 ,28330,27985,28120,517480,
2021/10/11,28080 ,28595,27890,28500,525835,
2021/10/12,28365 ,28475,28090,28090,461885,
2021/10/13,28115 ,28380,27990,28140,417111,
2021/10/14,28330 ,28590,28230,28570,427408,
2021/10/15,28800 ,29150,28730,29115,495127,
2021/10/18,29150 ,29160,28910,28910,397873,
2021/10/19,29070 ,29280,29045,29260,376282,
2021/10/20,29400 ,29495,29205,29280,374034,
2021/10/21,29215 ,29240,28680,28730,608483,
2021/10/22,28505 ,28995,28500,28870,509349,
2021/10/25,28460 ,28670,28370,28620,409870,
2021/10/26,28840 ,29170,28835,29130,383676,
2021/10/27,28990 ,29140,28860,29000,338856,
2021/10/28,28740 ,28895,28685,28760,338770,
2021/10/29,28785 ,29025,28465,28775,580540,
2021/11/01,29415 ,29665,29390,29550,516684,
2021/11/02,29500 ,29600,29450,29500,309635,
2021/11/04,29850 ,29960,29720,29820,326554,
2021/11/05,29775 ,29815,29495,29620,332935,
2021/11/08,29820 ,29845,29490,29490,326245,
2021/11/09,29715 ,29810,29225,29300,500296,
2021/11/10,29265 ,29295,29070,29115,362969,
2021/11/11,29050 ,29380,28970,29300,420042,
2021/11/12,29440 ,29660,29370,29600,414639,
2021/11/15,29795 ,29850,29700,29730,320364,
2021/11/16,29700 ,29965,29680,29770,369009,
2021/11/17,29880 ,29920,29615,29690,327429,
2021/11/18,29570 ,29720,29380,29570,449838,
2021/11/19,29595 ,29780,29570,29775,330933,
2021/11/22,29630 ,29810,29535,29790,282824,
2021/11/24,29670 ,29750,29205,29370,524129,
2021/11/25,29470 ,29580,29430,29520,297194,
2021/11/26,29415 ,29435,28595,28785,815946,
2021/11/29,28320 ,28785,28170,28230,833479,
2021/11/30,28600 ,28715,27470,27470,798727,
2021/12/01,27810 ,28180,27585,28180,735596,
2021/12/02,27600 ,27940,27525,27755,634819,
2021/12/03,27870 ,28070,27575,28070,566881,
2021/12/06,27925 ,28015,27680,27855,448466,
2021/12/07,28115 ,28615,27955,28520,526551,
2021/12/08,28800 ,28915,28615,28895,381062,
2021/12/09,28880 ,28910,28735,28745,104056,
2021/12/10,28560 ,28640,28325,28385,334091,
2021/12/13,28600 ,28735,28530,28650,284949,
2021/12/14,28490 ,28620,28235,28400,356275,
2021/12/15,28250 ,28470,28235,28470,240330,
2021/12/16,28840 ,29025,28715,29000,423097,
2021/12/17,28750 ,28855,28445,28520,429807,
2021/12/20,28300 ,28385,27825,27905,587187,
2021/12/21,28290 ,28515,28160,28495,360190,
2021/12/22,28600 ,28625,28415,28445,267332,
2021/12/23,28700 ,28745,28570,28710,217237,
2021/12/24,28820 ,28835,28710,28710,144923,
2021/12/27,28740 ,28750,28595,28650,197011,
2021/12/28,28935 ,29070,28815,28935,338557,
2021/12/29,28940 ,29085,28700,28830,363406,
2021/12/30,28790 ,28890,28545,28870,396431,
2022/01/04,29040 ,29300,28930,29230,425469,
2022/01/05,29225 ,29370,29180,29270,325242,
2022/01/06,29020 ,29100,28460,28500,660815,
2022/01/07,28725 ,28790,28265,28445,496120,
2022/01/11,28295 ,28460,28060,28150,464311,
2022/01/12,28445 ,28790,28405,28740,415305,
2022/01/13,28610 ,28640,28435,28550,340155,
2022/01/14,28310 ,28325,27855,28190,685891,
2022/01/17,28330 ,28435,28255,28340,353266,
2022/01/18,28400 ,28730,28100,28250,650947,
2022/01/19,27825 ,27880,27285,27515,778727,
2022/01/20,27490 ,27865,27185,27790,812664,
2022/01/21,27340 ,27565,27105,27520,806278,
2022/01/24,27280 ,27610,27160,27575,609435,
2022/01/25,27320 ,27460,26860,27060,916798,
2022/01/26,27180 ,27195,26830,27010,569250,
2022/01/27,27055 ,27180,26025,26220,1153373,
2022/01/28,26550 ,26775,26270,26710,656286,
2022/01/31,26620 ,27120,26510,27050,605623,
2022/02/01,27285 ,27395,26995,27035,510307,
2022/02/02,27300 ,27545,27255,27540,429931,
2022/02/03,27260 ,27300,27145,27200,375887,
2022/02/04,27080 ,27435,27055,27410,493746,
2022/02/07,27275 ,27320,27065,27225,357511,
2022/02/08,27230 ,27450,27225,27280,330956,
2022/02/09,27440 ,27605,27385,27550,369808,
2022/02/10,27800 ,27860,27550,27700,400898,
2022/02/14,27025 ,27170,26920,27100,602329,
2022/02/15,27060 ,27145,26695,26840,540908,
2022/02/16,27390 ,27465,27330,27430,379168,
2022/02/17,27470 ,27475,27055,27160,587631,
2022/02/18,26895 ,27215,26780,27090,587285,
2022/02/21,26710 ,26990,26530,26940,594765,
2022/02/22,26370 ,26540,26225,26430,636869,
2022/02/24,26300 ,26340,25750,25935,1103107,
2022/02/25,26130 ,26480,26120,26480,649326,
2022/02/28,26480 ,26650,26250,26560,658866,
2022/03/01,26720 ,27015,26715,26880,438231,
2022/03/02,26435 ,26590,26275,26360,540196,
2022/03/03,26640 ,26730,26495,26650,365387,
2022/03/04,26395 ,26435,25765,26100,1010880,
2022/03/07,25550 ,25580,25000,25210,806776,
2022/03/08,24845 ,25310,24690,24690,736008,
2022/03/09,24855 ,25090,24675,24750,526404,
2022/03/10,25445 ,25740,25340,25740,215554,
2022/03/11,25165 ,25265,24720,25090,661705,
2022/03/14,25065 ,25400,25005,25050,506630,
2022/03/15,25060 ,25195,24970,25130,474993,
2022/03/16,25430 ,25595,25215,25595,628377,
2022/03/17,26110 ,26460,26100,26440,678822,
2022/03/18,26355 ,26730,26320,26730,443670,
2022/03/22,27000 ,27080,26880,27070,411636,
2022/03/23,27430 ,27855,27415,27855,557294,
2022/03/24,27415 ,27935,27380,27835,497110,
2022/03/25,28040 ,28115,27705,27910,552399,
2022/03/28,27900 ,27935,27570,27650,476022,
2022/03/29,28020 ,28025,27795,27915,441254,
2022/03/30,28275 ,28315,27720,27995,597210,
2022/03/31,27750 ,28100,27675,27790,500974,
2022/04/01,27640 ,27740,27390,27660,502058,
2022/04/04,27615 ,27790,27570,27790,311419,
2022/04/05,27925 ,27975,27655,27800,387346,
2022/04/06,27550 ,27555,27200,27420,540530,
2022/04/07,27030 ,27055,26785,26900,555416,
2022/04/08,27085 ,27190,26755,27040,514947,
2022/04/11,26910 ,27005,26715,26820,460006,
2022/04/12,26625 ,26675,26255,26320,584747,
2022/04/13,26355 ,26885,26355,26880,617900,
2022/04/14,26880 ,27205,26850,27190,440982,
2022/04/15,26880 ,27210,26775,27085,456279,
2022/04/18,26820 ,26850,26560,26750,458904,
2022/04/19,26980 ,27105,26760,27050,484471,
2022/04/20,27255 ,27390,27055,27180,593851,
2022/04/21,27295 ,27580,27240,27520,485421,
2022/04/22,27100 ,27180,26890,27100,597999,
2022/04/25,26585 ,26765,26475,26540,697940,
2022/04/26,26830 ,26835,26585,26650,516459,
2022/04/27,26090 ,26405,26040,26390,677585,
2022/04/28,26420 ,26880,26325,26860,609400,
2022/05/02,26620 ,26955,26600,26810,647591,
2022/05/06,26690 ,27105,26540,27105,586082,
2022/05/09,26720 ,26755,26310,26390,671179,
2022/05/10,26090 ,26260,25765,26260,776574,
2022/05/11,26020 ,26295,25980,26250,573332,
2022/05/12,25900 ,26025,25675,25770,711433,
2022/05/13,25880 ,26475,25880,26390,716599,
2022/05/16,26770 ,26875,26430,26480,711983,
2022/05/17,26470 ,26710,26430,26630,413049,
2022/05/18,26870 ,27060,26740,26860,567248,
2022/05/19,26215 ,26455,26120,26370,751138,
2022/05/20,26460 ,26770,26415,26770,639454,
2022/05/23,26930 ,27050,26825,27050,580368,
2022/05/24,27000 ,27060,26730,26740,511992,
2022/05/25,26780 ,26800,26580,26680,404715,
2022/05/26,26780 ,26910,26595,26610,511301,
2022/05/27,26970 ,27020,26725,26810,476301,
2022/05/30,27210 ,27405,27060,27400,552978,
2022/05/31,27300 ,27475,27250,27260,536380,
2022/06/01,27275 ,27500,27270,27500,488793,
2022/06/02,27375 ,27470,27255,27460,423417,
2022/06/03,27730 ,27800,27620,27785,413179,
2022/06/06,27595 ,27990,27515,27900,508758,
2022/06/07,27980 ,28105,27865,28010,534279,
2022/06/08,28115 ,28245,28085,28195,345446,
2022/06/09,28230 ,28395,28175,28300,152462,
2022/06/10,27990 ,28000,27740,27850,571003,
2022/06/13,27205 ,27220,26840,26840,677099,
